address,final_price,land_area,area,commune,price_per_area,rooms,sale_date,status
Ältavägen 199,7150000,1452.0,104.0,"Älta - Älta Gård, Nacka kommun",68750.0,8.0,2025-07-04,Sold
Ripsavägen 3A,14800000,870.0,266.0,"Örby - Älvsjö, Stockholms kommun",55639.0,8.0,2025-11-14,Sold
Gustaf Lundbergs väg 7,26000000,637.0,197.0,"Södra Ängby, Stockholms kommun",131980.0,11.0,2023-05-29,Sold
Aspvägen 11,14700000,2276.0,713.0,"Skälby, Järfälla kommun",20617.0,10.0,2025-07-15,Sold
Mörkövägen 50,6950000,599.0,69.0,"Tallkrogen, Stockholms kommun",100725.0,4.0,2024-03-30,On sale
Skrattmåsvägen 17,6450000,341.0,118.0,"Fagersjö, Stockholms kommun",54661.0,5.0,2023-09-20,Sold
Penningvägen 5A,8550000,717.0,173.0,"Skälby, Järfälla kommun",49422.0,5.0,2024-01-30,On sale
Frans Hedbergsvägen 8,15450000,611.0,170.0,"Mälarhöjden, Stockholms kommun",90882.0,10.0,2024-01-19,Sold
Tistelvägen 24C,9100000,800.0,153.0,"Tureberg, Sollentuna kommun",59477.0,7.0,2025-04-16,Sold
Vinstavägen 69,7350000,694.0,141.0,"Vällingby - Nälsta, Stockholms kommun",52128.0,6.0,2025-10-06,On sale
Arbrågatan 3,11200000,797.0,130.0,"Vällingbyhöjden, Stockholms kommun",86154.0,5.0,2023-03-15,Sold
Årdalavägen 132,8000000,511.0,114.0,"Örby, Stockholms kommun",70175.0,5.0,2023-10-13,On sale
Björkhagsvägen 29,20500000,823.0,196.0,"Duvbo, Sundbybergs kommun",104592.0,8.0,2025-12-07,On sale
Inspektorsbacken 40,8350000,595.0,112.0,"Vällingby Nälsta, Stockholms kommun",74554.0,5.0,2024-03-08,On sale
Kälvestavägen 113,10025000,975.0,172.0,"Spånga Solhem, Stockholms kommun",58285.0,9.0,2024-12-06,Sold
Egilsvägen 9,16000000,447.0,142.0,"Bromma - Norra Ängby, Stockholms kommun",112676.0,8.0,2023-09-14,Sold
Lemmings väg 67,6600000,538.0,69.0,"Gubbängen - Enskede, Stockholms kommun",95652.0,5.0,2024-07-02,Sold
Ångermannagatan 69,7430000,539.0,65.0,"Vällingby - Råcksta, Stockholms kommun",114308.0,5.0,2023-04-20,On sale
Vivelvägen 135,7200000,675.0,77.0,"Älvsjö, Stockholms kommun",93506.0,5.0,2023-05-26,On sale
Trollsländevägen 5,7275000,645.0,68.0,"Älvsjö/Långbro, Stockholms kommun",106985.0,5.0,2023-10-06,Sold
Carl Larssons väg 55,13270000,547.0,79.0,"Bromma Södra Ängby, Stockholms kommun",167975.0,8.0,2023-01-01,On sale
Skogsbrynsvägen 8,11050000,1076.0,182.0,"Huddinge - Stuvsta, Huddinge kommun",60714.0,6.0,2023-03-06,On sale
Skalkvägen 2,6800000,647.0,66.0,"Sköndal, Stockholms kommun",103030.0,5.0,2025-12-20,Sold
Västerled 166,10850000,573.0,129.0,"Olovslund, Stockholms kommun",84109.0,6.0,2025-04-21,Sold
Gråbergsvägen 21,7450000,1058.0,80.0,"Stuvsta, Huddinge kommun",93125.0,5.0,2025-11-11,On sale
Lillängsgatan 48,11000000,973.0,122.0,"Bromma Kyrka, Stockholms kommun",90164.0,8.0,2024-12-15,Sold
Skattetorpsvägen 13,9800000,396.0,150.0,"Stora Ursvik, Sundbybergs kommun",65333.0,5.0,2023-03-23,Sold
Aspvägen 12B,8900000,1399.0,159.0,"Helenelund/Fågelsången, Sollentuna kommun",55975.0,6.0,2025-03-25,Sold
Fiskebyvägen 14,11700000,1124.0,121.0,"Enskede - Stureby, Stockholms kommun",96694.0,5.0,2024-06-21,Sold
Pastorsvägen 3,11200000,661.0,130.0,"Mariehäll, Stockholms kommun",86154.0,7.0,2025-11-14,On sale
Blåklocksvägen 15,4900000,776.0,,"Hässelby Södra Villastad, Stockholms kommun",,,2025-03-08,On sale
Tjädervägen 14,11500000,1470.0,185.0,"Segeltorp/Långsjön, Huddinge kommun",62162.0,5.0,2024-07-14,Sold
Alholmsbacken 1,5700000,583.0,150.0,"Skärholmen, Stockholms kommun",38000.0,6.0,2024-07-20,Sold
Logvägen 14,10550000,1311.0,162.0,"Spånga, Stockholms kommun",65123.0,7.0,2025-09-24,On sale
Kulstötarvägen 54,8250000,499.0,67.0,"Tallkrogen, Stockholms kommun",123134.0,6.0,2023-11-12,Sold
Sandemarsvägen 15,9300000,514.0,66.0,"Tallkrogen, Stockholms kommun",140909.0,5.0,2024-04-13,On sale
Norra vägen 1,6680000,902.0,83.0,"Spånga - Bromsten, Stockholms kommun",80482.0,6.0,2023-05-07,On sale
Stafettvägen 10,8375000,496.0,68.0,"Enskede - Tallkrogen, Stockholms kommun",123162.0,5.0,2025-04-03,Sold
Rapphönsvägen 33,10650000,468.0,90.0,"Tallkrogen, Stockholms kommun",118333.0,7.0,2024-04-23,On sale
Solrosvägen 80,11200000,903.0,102.0,"Älvsjö/Herrängen, Stockholms kommun",109804.0,5.0,2024-06-18,Sold
Tröskverksvägen 7,7060000,648.0,68.0,"Älvsjö, Stockholms kommun",103824.0,3.0,2025-04-05,Sold
Virginiavägen 7,12600000,787.0,130.0,"Mälarhöjden, Stockholms kommun",96923.0,7.0,2025-06-05,Sold
Gränsvägen 53,8300000,872.0,195.0,"Lindalen, Tyresö kommun",42564.0,7.0,2023-10-22,On sale
Torvmossevägen 6,14000000,1117.0,180.0,"Älta - Kolarängen, Nacka kommun",77778.0,7.0,2024-02-13,On sale
Frösövägen 21,6650000,1002.0,68.0,"Snättringe, Huddinge kommun",97794.0,5.0,2023-07-21,Sold
Alströmervägen 4B,9700000,9443.0,137.0,"Fågelsången, Sollentuna kommun",70803.0,7.0,2024-02-21,On sale
Lappstigen 16,9900000,911.0,112.0,"Hässelby Södra Villastad, Stockholms kommun",88393.0,6.0,2024-04-13,Sold
Persuddevägen 24,10200000,1082.0,250.0,"Fornudden-Persudde, Tyresö kommun",40800.0,8.0,2025-11-05,Sold
Ripvägen 13,9150000,705.0,152.0,"Barkarby, Järfälla kommun",60197.0,7.0,2025-04-17,Sold
Tjädervägen 36B,8525000,1420.0,143.0,"Segeltorp, Huddinge kommun",59615.0,6.0,2025-04-16,Sold
Bägerstavägen 34,17000000,690.0,175.0,"Enskede Gård, Stockholms kommun",97143.0,7.0,2024-04-04,Sold
Sandstensvägen 31,13900000,510.0,90.0,"Bromma - Ålsten, Stockholms kommun",154444.0,6.0,2023-04-02,On sale
Berghamnsvägen 53,11850000,836.0,232.0,"Hässelby Södra Villastad, Stockholms kommun",51078.0,8.0,2024-04-11,Sold
Lyrvägen 1A,8575000,967.0,210.0,"Lindalen, Tyresö kommun",40833.0,7.0,2023-02-27,On sale
Blåklintsvägen 20A,6970000,1140.0,135.0,"Trångsund , Huddinge kommun",51630.0,5.0,2025-07-03,On sale
Ultunavägen 32,13400000,484.0,108.0,"Norra Ängby, Stockholms kommun",124074.0,6.0,2023-11-06,Sold
Edelcrantzvägen 17,16500000,628.0,160.0,"Mälarhöjden, Stockholms kommun",103125.0,6.0,2023-06-15,Sold
Skovelvägen 18,8400000,671.0,105.0,"Älvsjö - Långbro, Stockholms kommun",80000.0,7.0,2025-11-05,On sale
Järflottavägen 32,7800000,661.0,99.0,"Örby, Stockholms kommun",78788.0,6.0,2025-08-25,Sold
Bullerholmsgränd 79,6500000,205.0,138.0,"Skärholmen, Stockholms kommun",47101.0,8.0,2023-09-15,On sale
Dvärglinsgränd 21,7000000,469.0,138.0,"Hässelby Norra Villastad, Stockholms kommun",50725.0,5.0,2025-04-23,Sold
Hyltevägen 4,15000000,600.0,140.0,"Enskede - Stureby, Stockholms kommun",107143.0,6.0,2024-01-07,On sale
Prylvägen 12,10500000,694.0,101.0,"Telefonplan, Stockholms kommun",103960.0,5.0,2023-10-04,On sale
Duvvägen 6,7400000,868.0,72.0,"Segeltorp, Huddinge kommun",102778.0,5.0,2025-08-24,Sold
Hackspettsvägen 17,20000000,773.0,176.0,"Bromma Ålsten, Stockholms kommun",113636.0,9.0,2024-07-02,Sold
Sparreholmsvägen 4,8800000,966.0,100.0,"Älvsjö - Örby Slott, Stockholms kommun",88000.0,6.0,2025-09-14,On sale
Kulstötarvägen 29,8700000,526.0,83.0,"Enskede - Tallkrogen, Stockholms kommun",104819.0,7.0,2024-10-05,Sold
Sagostigen 6,21000000,824.0,162.0,"Bromma Äppelviken-Ålsten, Stockholms kommun",129630.0,7.0,2025-08-12,Sold
Lönnvägen 9,11100000,962.0,175.0,"Älta, Nacka kommun",63429.0,7.0,2025-05-17,On sale
Nibblenäsvägen 12,5250000,3096.0,112.0,"Färingsö, Svartsjö, Ekerö kommun",46875.0,5.0,2023-10-26,Sold
Furuvägen 3,10500000,658.0,194.0,"Vällingby Nälsta, Stockholms kommun",54124.0,10.0,2023-11-30,Sold
Viadukten 8,9000000,662.0,215.0,"Hässelby Södra Villastad, Stockholms kommun",41860.0,7.0,2023-02-14,On sale
Österby 5,10525000,4417.0,120.0,"Färingsö, Ekerö kommun",87708.0,4.0,2023-12-02,On sale
Hemsövägen 9,8700000,557.0,71.0,"Bromma Nockebyhov, Stockholms kommun",122535.0,3.0,2024-07-06,On sale
Gullvivegränd 36,5650000,788.0,121.0,"Hässelby - Norra Villastad, Stockholms kommun",46694.0,4.0,2025-03-24,Sold
Herrhagsvägen 91,7000000,506.0,65.0,"Enskede, Stockholms kommun",107692.0,4.0,2025-01-22,Sold
Vävarevägen 8B,7520000,746.0,160.0,"Segeltorp, Huddinge kommun",47000.0,6.0,2025-01-05,Sold
Selångergränd 4,6600000,526.0,68.0,"Vällingby - Råcksta, Stockholms kommun",97059.0,6.0,2024-09-12,Sold
Brunkullegränd 24,7050000,702.0,142.0,"Kälvesta, Stockholms kommun",49648.0,7.0,2025-05-20,On sale
Vikavägen 15,28300000,646.0,239.0,"Bromma - Höglandet, Stockholms kommun",118410.0,8.0,2025-08-27,On sale
Presidentvägen 21,14200000,686.0,161.0,"Enskededalen, Stockholms kommun",88199.0,7.0,2024-03-11,Sold
Täbylundsvägen 74,7200000,1247.0,103.0,"Spånga Flysta, Stockholms kommun",69903.0,4.0,2023-03-23,On sale
Dybecksvägen 61,10200000,465.0,66.0,"Norra Ängby, Stockholms kommun",154545.0,6.0,2024-07-25,Sold
Ljungvägen 7B,7680000,1527.0,153.0,"Helenelund, Sollentuna kommun",50196.0,6.0,2025-03-18,On sale
Träningsvägen 16,9800000,365.0,53.0,"Tallkrogen, Stockholms kommun",184906.0,4.0,2023-06-02,Sold
Sorundagatan 10,6650000,359.0,48.0,"Svedmyra, Stockholms kommun",138542.0,4.0,2024-05-18,On sale
Gårdsvägen 20A,11000000,13811.0,197.0,"Segeltorp, Huddinge kommun",55838.0,6.0,2024-02-05,Sold
Inspektorsbacken 32,7960000,989.0,138.0,"Vällingby - Nälsta, Stockholms kommun",57681.0,5.0,2024-05-24,Sold
Bergslagsvägen 164,10600000,487.0,103.0,"Bromma - Norra Ängby, Stockholms kommun",102913.0,7.0,2023-01-17,Sold
Vassvägen 8A,6800000,818.0,117.0,"Snättringe, Huddinge kommun",58120.0,5.0,2024-03-01,Sold
Julitavägen 6,9000000,830.0,126.0,"Örby Slott - Älvsjö, Stockholms kommun",71429.0,5.0,2024-09-24,Sold
Frivägen 5,9300000,1930.0,146.0,"Mellansjö, Huddinge kommun",63699.0,5.0,2025-02-14,Sold
Ehrenstrahlsvägen 34,17750000,670.0,162.0,"Södra Ängby, Stockholms kommun",109568.0,7.0,2025-05-04,Sold
Ankarstocksvägen 9,8550000,487.0,70.0,"Bällsta, Stockholms kommun",122143.0,5.0,2024-06-10,Sold
Skällnoravägen 3,16000000,586.0,114.0,"Nockebyhov, Stockholms kommun",140351.0,6.0,2023-01-01,Sold
Grenvägen 3,11500000,400.0,119.0,"Ulvsunda, Stockholms kommun",96639.0,6.0,2025-11-26,Sold
Karin Boyes gata 15,7000000,213.0,79.0,"Fruängen, Stockholms kommun",88608.0,4.0,2023-08-27,Sold
Orrspelsvägen 86,12600000,592.0,96.0,"Bromma Ålsten, Stockholms kommun",131250.0,5.0,2025-07-17,Sold
Sundbyvägen 25,8700000,950.0,106.0,"Spånga Sundby, Stockholms kommun",82075.0,7.0,2024-02-23,On sale
Järpstigen 7,19000000,573.0,206.0,"Ålsten, Stockholms kommun",92233.0,7.0,2023-08-27,Sold
Bardabacken 17,26000000,874.0,229.0,"Höglandet, Stockholms kommun",113537.0,,2023-09-27,Sold
Martebogatan 30,12000000,314.0,174.0,"Beckomberga, Stockholms kommun",68966.0,6.0,2023-02-09,Sold
Lingvägen 70,7525000,400.0,92.0,"Tallkrogen, Stockholms kommun",81793.0,5.0,2024-02-06,Sold
Svedmyrastigen 11,9400000,500.0,71.0,"Svedmyra, Stockholms kommun",132394.0,6.0,2025-01-26,On sale
Tryffelgränd 2,18600000,658.0,145.0,"Gamla Enskede, Stockholms kommun",128276.0,7.0,2024-06-04,On sale
Högliden 11,14750000,961.0,212.0,"Älta - Kolarängen, Nacka kommun",69575.0,8.0,2024-10-11,Sold
Gärdesvägen 3,7850000,890.0,113.0,"Trollbäcken, Tyresö kommun",69469.0,,2024-12-10,On sale
Inspektorsbacken 45,9225000,760.0,145.0,"Vällingby Nälsta, Stockholms kommun",63621.0,7.0,2023-08-18,Sold
Norra Bondevägen 33,8575000,1034.0,168.0,"Stortorp, Huddinge kommun",51042.0,9.0,2024-07-19,Sold
Stamvägen 11,6300000,1262.0,127.0,"Fornudden-Persudde, Tyresö kommun",49606.0,,2025-05-25,Sold
Trevna gränd 7,9500000,521.0,74.0,"Enskede - Pungpinan, Stockholms kommun",128378.0,5.0,2025-07-30,Sold
Printz väg 43,6650000,950.0,109.0,"Stortorp, Huddinge kommun",61009.0,4.0,2025-08-03,Sold
Majvägen 4,21200000,918.0,1766.0,"Äppelviken, Stockholms kommun",120045.0,10.0,2023-08-15,Sold
Vivelvägen 17,9525000,1109.0,107.0,"Älvsjö, Stockholms kommun",89019.0,5.0,2023-07-14,Sold
Beckombergavägen 140,11200000,493.0,85.0,"Norra Ängby, Stockholms kommun",131765.0,4.0,2025-06-14,On sale
Branta backen 18,8650000,764.0,151.0,"Trångsund - Stortorp, Huddinge kommun",57285.0,5.0,2023-03-11,On sale
Borevägen 16,8580000,918.0,163.0,"Lindalen, Tyresö kommun",52638.0,6.0,2025-06-24,Sold
Rottnevägen 11,9575000,248.0,85.0,"Bagarmossen, Stockholms kommun",112647.0,6.0,2025-06-07,Sold
Nidarosslingan 44,6800000,243.0,119.0,"Skälby, Järfälla kommun",57143.0,5.0,2025-12-24,On sale
Rensgatan 1,17800000,799.0,236.0,"Tulemarken, Sundbybergs kommun",75424.0,8.0,2025-05-21,Sold
Vitklövervägen 4A,11350000,525.0,174.0,"Spånga Nälsta, Stockholms kommun",65230.0,6.0,2024-08-16,On sale
Fru Marias väg 10,7960000,719.0,68.0,"Älvsjö - Långbro, Stockholms kommun",117059.0,5.0,2024-06-15,Sold
Stortorpsvägen 74B,13650000,13218.0,191.0,"Stortorp, Huddinge kommun",71466.0,5.0,2023-03-07,Sold
Tallskogsgränd 3,8200000,746.0,180.0,"Hässelby Norra Villastad, Stockholms kommun",45556.0,6.0,2025-09-15,Sold
Hildebrandsvägen 38,11000000,562.0,101.0,"Norra Ängby, Stockholms kommun",108911.0,5.0,2024-07-21,Sold
Flygarvägen 48,11000000,1206.0,200.0,"Barkarby, Järfälla kommun",55000.0,7.0,2023-10-26,On sale
Edelundavägen 48,7125000,700.0,139.0,"Hässelby Södra Villastad, Stockholms kommun",51259.0,5.0,2023-05-05,On sale
Torögatan 71,10600000,498.0,83.0,"Tallkrogen, Stockholms kommun",127711.0,5.0,2023-04-10,On sale
Svartlösavägen 42,14650000,986.0,164.0,"Älvsjö Långbro, Stockholms kommun",89329.0,5.0,2024-12-08,On sale
Passvägen 8,8400000,8614.0,193.0,"Stortorp, Huddinge kommun",43523.0,10.0,2023-04-26,Sold
Väpnarevägen 32B,7950000,868.0,128.0,"Segeltorp, Huddinge kommun",62109.0,6.0,2025-07-20,On sale
Stackvägen 38C,8800000,8012.0,150.0,"Töjnan, Sollentuna kommun",58667.0,6.0,2025-05-05,On sale
Sigridsvägen 5,6660000,1401.0,160.0,"Stuvsta, Huddinge kommun",41625.0,8.0,2025-02-13,Sold
Svartlösavägen 28,9800000,549.0,79.0,"Älvsjö, Stockholms kommun",124051.0,5.0,2023-09-01,On sale
Essingeringen 41,15400000,683.0,221.0,"Kungsholmen - Stora Essingen, Stockholms kommun",69683.0,6.0,2023-11-27,Sold
Vinstavägen 7,8750000,1106.0,102.0,"Spånga - Solhem, Stockholms kommun",85784.0,5.0,2023-08-29,On sale
Kråkbärsgränd 9,5750000,762.0,134.0,"Hässelby Norra Villastad, Stockholms kommun",42910.0,4.0,2024-06-03,Sold
Kulstötarvägen 22,9000000,338.0,48.0,"Tallkrogen, Stockholms kommun",187500.0,4.0,2023-05-01,Sold
Branta backen 26,8750000,910.0,165.0,"Stortorp, Huddinge kommun",53030.0,6.0,2025-10-29,Sold
Polhemsvägen 18B,11500000,824.0,159.0,"Töjnan, Sollentuna kommun",72327.0,7.0,2024-12-27,Sold
Grönskevägen 10,9425000,806.0,141.0,"Spånga - Solhem, Stockholms kommun",66844.0,5.0,2025-02-06,On sale
Fornminnesvägen 6A,8500000,1171.0,140.0,"Segeltorp, Huddinge kommun",60714.0,6.0,2024-06-19,On sale
Savolaksvägen 10,9800000,508.0,87.0,"Enskedefältet, Stockholms kommun",112644.0,4.0,2024-11-05,Sold
Vildandsvägen 19,7000000,486.0,95.0,"Farsta/Fagersjö, Stockholms kommun",73684.0,6.0,2025-01-14,Sold
Öbackavägen 7,11875000,518.0,87.0,"Nockebyhov, Stockholms kommun",136494.0,3.0,2025-07-26,On sale
Berghällsvägen 5,4830000,1514.0,63.0,"Ågesta, Huddinge kommun",76667.0,3.0,2023-02-21,Sold
Sjöhagsvägen 21,8700000,1570.0,155.0,"Fornudden, Tyresö kommun",56129.0,7.0,2024-10-13,On sale
Rönnbärsvägen 1,11700000,748.0,204.0,"Älta-Hedvigslund, Nacka kommun",57353.0,6.0,2025-06-10,Sold
Aroseniusvägen 42,13000000,673.0,154.0,"Södra Ängby, Stockholms kommun",84416.0,6.0,2025-06-26,Sold
Fagerstrand 57,11575000,646.0,141.0,"Hässelby Södra Villastad, Stockholms kommun",82092.0,9.0,2025-08-28,On sale
Mjölnarstigen 17,8650000,766.0,150.0,"Spånga Bromsten, Stockholms kommun",57667.0,7.0,2025-05-27,Sold
Slättgårdsvägen 46,14000000,1100.0,144.0,"Mälarhöjden, Stockholms kommun",97222.0,7.0,2024-10-22,Sold
Mellangårdsvägen 15,6920000,729.0,105.0,"Spånga Solhem, Stockholms kommun",65905.0,6.0,2025-11-20,Sold
Skälbyvägen 8,6900000,1076.0,90.0,"Barkarby, Järfälla kommun",76667.0,6.0,2025-10-25,Sold
Högmora ringväg 24,6200000,1501.0,64.0,"Högmora, Huddinge kommun",96875.0,5.0,2025-05-25,On sale
Rostvingevägen 8,8490000,877.0,145.0,"Myrängen, Huddinge kommun",58552.0,5.0,2025-07-19,Sold
Häradsvägen 12,10750000,1006.0,128.0,"Stuvsta, Huddinge kommun",83984.0,8.0,2025-07-27,Sold
Vandrarstigen 17,8400000,1260.0,116.0,"Spånga - Sundby, Stockholms kommun",72414.0,5.0,2025-11-29,On sale
Månskensvägen 8A,8625000,681.0,194.0,"Spånga Solhem, Stockholms kommun",44459.0,7.0,2024-05-08,Sold
Kontoristvägen 23,8650000,500.0,96.0,"Hökarängen, Stockholms kommun",90104.0,7.0,2025-06-09,Sold
Furuvägen 5B,10650000,1139.0,183.0,"Fornudden, Tyresö kommun",58197.0,7.0,2023-08-21,Sold
Björkhagsvägen 32B,10350000,619.0,119.0,"Duvbo, Sundbybergs kommun",86975.0,5.0,2024-08-01,Sold
Sankt Mickelsgatan 171,14000000,853.0,206.0,"Mälarhöjden - Hägersten, Stockholms kommun",67961.0,6.0,2025-05-26,Sold
Kryddkrämarbacken 26,12050000,547.0,126.0,"Mälarhöjden, Stockholms kommun",95635.0,6.0,2025-05-09,On sale
Egilsvägen 34,11200000,488.0,88.0,"Norra Ängby, Stockholms kommun",127273.0,7.0,2024-08-14,Sold
Loviselundsvägen 132,8750000,920.0,150.0,"Hässelby Södra Villastad, Stockholms kommun",58333.0,5.0,2025-04-30,Sold
Victor Balcks väg 167,7850000,464.0,72.0,"Tallkrogen, Stockholms kommun",109028.0,5.0,2023-01-05,On sale
Täbylundsvägen 86,7500000,774.0,223.0,"Spånga - Flysta, Stockholms kommun",33632.0,8.0,2023-08-13,On sale
Järnavägen 35,8430000,644.0,172.0,"Örby, Stockholms kommun",49012.0,6.0,2024-11-17,Sold
Mellangårdsvägen 12,8575000,767.0,126.0,"Fågelsången, Sollentuna kommun",68056.0,5.0,2023-03-07,On sale
Tätörtsgränd 26,7300000,470.0,156.0,"Hässelby - Norra Villastad, Stockholms kommun",46795.0,5.0,2025-02-27,On sale
Sofiebergsvägen 13,9800000,1101.0,200.0,"Stuvsta, Huddinge kommun",49000.0,8.0,2024-12-13,On sale
Inspektorsbacken 22,9800000,1058.0,125.0,"Vällingby Nälsta, Stockholms kommun",78400.0,5.0,2025-07-30,Sold
Plantskolevägen 5,19700000,421.0,147.0,"Gamla Enskede, Stockholms kommun",134014.0,7.0,2024-05-30,On sale
Hjärtervägen 22,10300000,1606.0,256.0,"Trångsund, Huddinge kommun",40234.0,8.0,2024-08-16,Sold
Uddeholmsvägen 210B,15000000,496.0,134.0,"Stureby, Stockholms kommun",111940.0,7.0,2023-02-25,Sold
Jomsborgsvägen 9,14500000,480.0,130.0,"Bromma - Norra Ängby, Stockholms kommun",111538.0,7.0,2023-09-28,Sold
Malmvägen 71,6000000,229.0,110.0,"Segeltorp, Huddinge kommun",54545.0,,2024-01-13,Sold
Sätthammarvägen 11B,6900000,10205.0,68.0,"Segeltorp, Huddinge kommun",101471.0,6.0,2023-07-23,On sale
Pliggvägen 16,7700000,620.0,85.0,"Solberga, Stockholms kommun",90588.0,5.0,2025-04-09,Sold
Siggedalsvägen 16,11200000,,127.0,"Ulvsunda, Stockholms kommun",88189.0,5.0,2024-01-23,Sold
Gripsholmsvägen 9,11500000,816.0,119.0,"Älvsjö-Örby Slott, Stockholms kommun",96639.0,6.0,2023-09-03,Sold
Mosskroken 18,14200000,,155.0,"Stora Mossen, Stockholms kommun",91613.0,5.0,2025-01-30,On sale
Medelpadsgatan 5,7700000,478.0,66.0,"Vällingby - Råcksta, Stockholms kommun",116667.0,5.0,2023-03-09,On sale
Viltorpsbacken 81,6200000,353.0,126.0,"Vällingby - Vinsta, Stockholms kommun",49206.0,5.0,2025-09-09,Sold
Norlindsvägen 25,8700000,612.0,65.0,"Bromma Kyrka, Stockholms kommun",133846.0,45.0,2025-03-12,Sold
Sångmöstigen 3,31100000,1090.0,240.0,"Bromma Höglandet, Stockholms kommun",129583.0,9.0,2023-07-28,On sale
Blackstavägen 3,12177000,902.0,165.0,"Älvsjö / Örby, Stockholms kommun",73800.0,6.0,2023-12-27,On sale
Täbylundsvägen 10,7485000,598.0,154.0,"Spånga - Nälsta, Stockholms kommun",48604.0,6.0,2025-02-16,Sold
Hjortronvägen 3,8350000,348.0,112.0,"Eneby, Stockholms kommun",74554.0,5.0,2025-03-01,On sale
Vallörtsgränd 15,8500000,771.0,176.0,"Vällingby Kälvesta, Stockholms kommun",48295.0,7.0,2024-12-26,On sale
Boxergränd 38,7000000,285.0,139.0,"Sköndal, Stockholms kommun",50360.0,5.0,2025-12-07,On sale
Krokanvägen 10,7550000,546.0,90.0,"Sköndal, Stockholms kommun",83889.0,8.0,2025-06-15,On sale
Stupvägen 2B,9400000,924.0,172.0,"Fornudden - Persudde, Tyresö kommun",54651.0,5.0,2023-06-19,On sale
Näckvägen 4A,9000000,1005.0,141.0,"Fågelsången, Sollentuna kommun",63830.0,7.0,2023-12-03,On sale
Blåvingevägen 1,13730000,814.0,160.0,"ÄLVSJÖ, Stockholms kommun",85813.0,6.0,2025-11-09,Sold
Lammholmsbacken 30,5150000,494.0,112.0,"Skärholmen, Stockholms kommun",45982.0,4.0,2023-04-24,Sold
Viltorpsbacken 73,6790000,550.0,126.0,"Vinsta, Stockholms kommun",53889.0,6.0,2025-11-19,On sale
Knektvägen 4B,7550000,936.0,108.0,"Trollbäcken/Hanviken, Tyresö kommun",69907.0,7.0,2024-06-08,Sold
Brättnevägen 8,16100000,982.0,218.0,"Stureby, Stockholms kommun",73853.0,6.0,2023-12-24,Sold
Sockenvägen 452,12500000,453.0,118.0,"Gamla Enskede, Stockholms kommun",105932.0,7.0,2025-10-27,On sale
Tapetserarvägen 35,11900000,727.0,76.0,"Bromma - Olovslund, Stockholms kommun",156579.0,5.0,2024-06-13,On sale
Chronas väg 21,7050000,897.0,96.0,"Huddinge - Segeltorp, Huddinge kommun",73438.0,7.0,2024-11-03,Sold
Patron Bergs väg 12,7150000,841.0,70.0,"Segeltorp, Huddinge kommun",102143.0,5.0,2023-12-02,Sold
Guttormsvägen 8,14000000,656.0,152.0,"Bromma Nockeby, Stockholms kommun",92105.0,6.0,2023-02-21,Sold
Nidälvsgränd 35,9650000,560.0,99.0,"Bagarmossen, Stockholms kommun",97475.0,5.0,2025-01-10,Sold
Blomsterkungsvägen 390,5750000,288.0,126.0,"Hässelby Norra Villastad, Stockholms kommun",45635.0,6.0,2025-06-24,Sold
Sexmansvägen 12,9150000,1658.0,139.0,"Snättringe, Huddinge kommun",65827.0,5.0,2024-11-12,Sold
Kexvägen 15,9200000,532.0,93.0,"Sköndal - Kakstan, Stockholms kommun",98925.0,10.0,2023-02-12,Sold
Tallåsvägen 25,6830000,1083.0,150.0,"Spånga -  Bromsten, Stockholms kommun",45533.0,5.0,2025-12-14,On sale
Medelpadsgatan 24,7500000,575.0,67.0,"Vällingby - Råcksta, Stockholms kommun",111940.0,5.0,2023-01-01,Sold
Skogsbrynsvägen 5B,7200000,1368.0,90.0,"Stuvsta Segersminne, Huddinge kommun",80000.0,3.0,2023-05-20,Sold
Furuvägen 4,9700000,939.0,235.0,"Fornudden, Tyresö kommun",41277.0,7.0,2023-03-07,Sold
Polovägen 13,8870000,488.0,65.0,"Enskede / Tallkrogen - Gubbängen, Stockholms kommun",136462.0,5.0,2024-01-01,On sale
Lammholmsbacken 108,5300000,381.0,128.0,"Skärholmen, Stockholms kommun",41406.0,6.0,2023-12-09,On sale
Träningsvägen 7,9750000,336.0,92.0,"Tallkrogen, Stockholms kommun",105978.0,5.0,2023-11-07,On sale
Wadköpingsvägen 18,13650000,514.0,144.0,"Bromma Nockebyhov, Stockholms kommun",94792.0,6.0,2023-06-16,Sold
Hirdvägen 21,9700000,431.0,75.0,"Norra Ängby, Stockholms kommun",129333.0,6.0,2025-02-05,Sold
Blomsterkungsvägen 163,5050000,311.0,138.0,"Hässelby Norra Villastad, Stockholms kommun",36594.0,5.0,2023-07-09,Sold
Jomsborgsvägen 27,9430000,349.0,66.0,"Bromma - Norra Ängby, Stockholms kommun",142879.0,6.0,2024-05-23,Sold
Victor Balcks väg 157,9820000,478.0,101.0,"Tallkrogen, Stockholms kommun",97228.0,6.0,2023-06-24,On sale
Vretvägen 7A,14775000,704.0,206.0,"Bromma - Bromma Kyrka, Stockholms kommun",71723.0,7.0,2025-11-27,On sale
Meteorvägen 19B,6450000,791.0,146.0,"Skälby, Järfälla kommun",44178.0,7.0,2023-08-18,Sold
Borevägen 7A,10300000,804.0,186.0,"Lindalen, Tyresö kommun",55376.0,7.0,2023-07-03,On sale
Vädurens väg 24,8700000,1029.0,189.0,"Skälby, Järfälla kommun",46032.0,6.0,2024-03-07,On sale
